rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,st_dist,st_teff,st_mass,st_rad,rowupdate
765,Kepler-1019,b,Transit,1,1.41122985,,,,198.00,4433.00,0.70,0.67,2016-05-10
766,Kepler-102,b,Transit,5,5.28696000,,,0.00100,,4909.00,0.81,0.76,2014-05-14
767,Kepler-102,c,Transit,5,7.07142000,,,0.00900,,4909.00,0.81,0.76,2014-05-14
768,Kepler-102,d,Transit,5,10.31170000,,,0.01200,,4909.00,0.81,0.76,2014-05-14
769,Kepler-102,e,Transit,5,16.14570000,,,0.02800,,4909.00,0.81,0.76,2014-05-14
770,Kepler-102,f,Transit,5,27.45360000,,,0.00200,,4909.00,0.81,0.76,2014-05-14
771,Kepler-1020,b,Transit,1,96.91514960,,,,446.00,5227.00,0.87,0.80,2016-05-10
772,Kepler-1021,b,Transit,1,13.47469571,,,,837.00,5431.00,0.89,0.86,2016-05-10
773,Kepler-1022,b,Transit,1,10.99469878,,,,455.00,4445.00,0.71,0.68,2016-05-10
774,Kepler-1023,b,Transit,1,62.13877140,,,,686.00,5494.00,0.93,0.89,2016-05-10
775,Kepler-1024,b,Transit,1,66.41621330,,,,1017.00,5143.00,0.81,0.78,2016-05-10
776,Kepler-1025,b,Transit,1,37.32294930,,,,716.00,6089.00,1.09,1.13,2016-05-10
777,Kepler-1026,b,Transit,1,36.51560530,,,,389.00,4948.00,0.79,0.75,2016-05-10
778,Kepler-1027,b,Transit,1,1.90780520,,,,291.00,5436.00,0.91,0.82,2016-05-10
779,Kepler-1028,b,Transit,1,2.51462432,,,,633.00,5522.00,0.90,0.87,2016-05-10
780,Kepler-1029,b,Transit,1,4.41769648,,,,422.00,5030.00,0.82,0.77,2016-05-10
781,Kepler-103,b,Transit,2,15.96540000,,,0.03100,,5845.00,1.09,1.44,2014-05-14
782,Kepler-103,c,Transit,2,179.61200000,,,0.11400,,5845.00,1.09,1.44,2014-05-14
783,Kepler-1030,b,Transit,1,19.32952416,,,,795.00,4983.00,0.80,0.76,2016-05-10
784,Kepler-1031,b,Transit,1,1.22621732,,,,741.00,6011.00,1.09,1.12,2016-05-10
785,Kepler-1032,b,Transit,1,3.29011795,,,,607.00,4647.00,0.77,0.71,2016-05-10
786,Kepler-1033,b,Transit,1,7.56052806,,,,1425.00,5547.00,0.94,0.92,2016-05-10
787,Kepler-1034,b,Transit,1,12.12400943,,,,706.00,5198.00,0.83,0.80,2016-05-10
788,Kepler-1035,b,Transit,1,2.71407755,,,,408.00,5763.00,0.98,0.97,2016-05-10
789,Kepler-1036,b,Transit,1,122.88080580,,,,507.00,5533.00,0.95,0.89,2016-05-10
790,Kepler-1037,b,Transit,1,1.06378867,,,,451.00,5105.00,0.82,0.78,2016-05-10
791,Kepler-1038,b,Transit,1,148.46033820,,,,622.00,5335.00,0.87,0.83,2016-05-10
792,Kepler-1039,b,Transit,1,0.93488424,,,,324.00,4870.00,0.79,0.74,2016-05-10
793,Kepler-104,b,Transit,3,11.42754800,0.094000,,,,5711.00,0.81,1.35,2014-05-14
794,Kepler-104,c,Transit,3,23.66820500,0.153000,,,,5711.00,0.81,1.35,2014-05-14
795,Kepler-104,d,Transit,3,51.75539400,0.257000,,,,5711.00,0.81,1.35,2014-05-14
796,Kepler-1040,b,Transit,1,201.12140000,,,,473.00,5694.00,0.98,0.96,2016-05-10
797,Kepler-1041,b,Transit,1,24.75764210,,,,979.00,5957.00,1.06,1.08,2016-05-10
798,Kepler-1042,b,Transit,1,10.13202575,,,,659.00,4815.00,0.75,0.72,2016-05-10
799,Kepler-1043,b,Transit,1,38.50533980,,,,838.00,5629.00,0.92,0.90,2016-05-10
800,Kepler-1044,b,Transit,1,6.77408868,,,,1507.00,5985.00,1.08,1.11,2016-05-10
801,Kepler-1045,b,Transit,1,26.41045478,,,,971.00,5301.00,0.86,0.82,2016-05-10
802,Kepler-1046,b,Transit,1,14.37508035,,,,518.00,5913.00,1.04,1.04,2016-05-10
803,Kepler-1047,b,Transit,2,56.18868870,,,,566.00,5754.00,1.08,1.13,2016-05-10
804,Kepler-1047,c,Transit,2,3.18897601,,,,566.00,5754.00,1.08,1.13,2016-05-10
805,Kepler-1048,b,Transit,1,6.92101021,,,,415.00,4651.00,0.75,0.70,2016-05-10
806,Kepler-1049,b,Transit,1,3.27346074,,,,129.00,3864.00,0.51,0.49,2016-05-10
807,Kepler-105,b,Transit,2,5.41220000,0.066000,0.470000,,,5827.00,0.96,0.89,2014-05-14
808,Kepler-105,c,Transit,2,7.12620000,,,0.01447,,5827.00,0.96,0.89,2016-04-07
809,Kepler-1050,b,Transit,2,15.37875460,,,,555.00,6010.00,1.09,1.13,2016-05-10
810,Kepler-1050,c,Transit,2,21.12845690,,,,555.00,6010.00,1.09,1.13,2016-05-10
811,Kepler-1051,b,Transit,1,25.96200249,,,,1021.00,6675.00,1.43,1.73,2016-05-10
812,Kepler-1052,b,Transit,1,34.85382760,,,,1051.00,5888.00,1.03,1.03,2016-05-10
813,Kepler-1053,b,Transit,1,2.41435165,,,,171.00,4529.00,0.74,0.69,2016-05-10
814,Kepler-1054,b,Transit,1,4.30655689,,,,1050.00,6209.00,1.22,1.34,2016-05-10
815,Kepler-1055,b,Transit,1,2.29503623,,,,422.00,5723.00,0.98,0.94,2016-05-10
816,Kepler-1056,b,Transit,1,27.49560600,,,,971.00,6127.00,1.12,1.20,2016-05-10
817,Kepler-1057,b,Transit,1,14.08827448,,,,1462.00,5987.00,1.07,1.10,2016-05-10
818,Kepler-1058,b,Transit,1,110.96546000,,,,525.00,4644.00,0.73,0.69,2016-05-10
819,Kepler-1059,b,Transit,1,3.76419105,,,,673.00,4906.00,0.75,0.72,2016-05-10
820,Kepler-106,b,Transit,4,6.16486000,,,0.00050,,5858.00,1.00,1.04,2014-05-14
821,Kepler-106,c,Transit,4,13.57080000,,,0.03300,,5858.00,1.00,1.04,2014-05-14
822,Kepler-106,d,Transit,4,23.98020000,,,0.02500,,5858.00,1.00,1.04,2014-05-14
823,Kepler-106,e,Transit,4,43.84450000,,,0.03500,,5858.00,1.00,1.04,2014-05-14
824,Kepler-1060,b,Transit,1,46.87793670,,,,861.00,5797.00,0.99,0.99,2016-05-10
825,Kepler-1061,b,Transit,1,2.75798267,,,,585.00,6067.00,1.09,1.07,2016-05-10
826,Kepler-1062,b,Transit,1,9.30412078,,,,388.00,4597.00,0.75,0.70,2016-05-10
827,Kepler-1063,b,Transit,1,14.07971466,,,,365.00,5945.00,1.09,1.14,2016-05-10
828,Kepler-1064,b,Transit,1,16.54080322,,,,374.00,5153.00,0.85,0.79,2016-05-10
829,Kepler-1065,b,Transit,2,3.60930891,,,,1078.00,5635.00,0.94,0.93,2016-05-10
830,Kepler-1065,c,Transit,2,2.37030743,,,,1078.00,5635.00,0.94,0.93,2016-05-10
831,Kepler-1066,b,Transit,1,1.93155984,,,,399.00,5762.00,0.98,0.98,2016-05-10
832,Kepler-1067,b,Transit,1,0.76212926,,,,689.00,5592.00,0.95,0.93,2016-05-10
833,Kepler-1068,b,Transit,1,16.92344113,,,,1532.00,5806.00,1.01,1.01,2016-05-10
834,Kepler-1069,b,Transit,1,23.89902960,,,,435.00,5722.00,0.99,0.98,2016-05-10
835,Kepler-107,b,Transit,4,3.17999700,0.044000,,,,5851.00,,1.41,2014-05-14
836,Kepler-107,c,Transit,4,4.90142500,0.059000,,,,5851.00,,1.41,2014-05-14
837,Kepler-107,d,Transit,4,7.95820300,0.082000,,,,5851.00,,1.41,2014-05-14
838,Kepler-107,e,Transit,4,14.74904900,0.123000,,,,5851.00,,1.41,2014-05-14
839,Kepler-1070,b,Transit,1,6.22161470,,,,1040.00,6261.00,1.21,1.32,2016-05-10
840,Kepler-1071,b,Transit,1,6.17998440,,,,964.00,5215.00,0.86,0.81,2016-05-10
841,Kepler-1072,b,Transit,1,1.56906650,,,,976.00,6199.00,1.20,1.32,2016-05-10
842,Kepler-1073,b,Transit,2,8.67888593,,,,837.00,5792.00,1.00,1.00,2016-05-10
843,Kepler-1073,c,Transit,2,4.02582254,,,,837.00,5792.00,1.00,1.00,2016-05-10
844,Kepler-1074,b,Transit,1,5.94566534,,,,245.00,4002.00,0.60,0.57,2016-05-10
845,Kepler-1075,b,Transit,1,1.52372816,,,,265.00,3959.00,0.56,0.54,2016-05-10
846,Kepler-1076,b,Transit,1,6.14727918,,,,199.00,4868.00,0.79,0.74,2016-05-10
847,Kepler-1077,b,Transit,1,34.35118740,,,,1098.00,5816.00,1.02,1.02,2016-05-10
848,Kepler-1078,b,Transit,1,3.00725242,,,,1215.00,5612.00,0.94,0.92,2016-05-10
849,Kepler-1079,b,Transit,1,13.24503188,,,,481.00,5758.00,1.08,1.36,2016-05-10
850,Kepler-108,b,Transit,2,49.18392100,0.292000,,,,5854.00,0.87,2.19,2014-05-14
851,Kepler-108,c,Transit,2,190.32349400,0.721000,,,,5854.00,0.87,2.19,2014-05-14
852,Kepler-1080,b,Transit,1,77.25483960,,,,688.00,5956.00,1.10,1.16,2016-05-10
853,Kepler-1081,b,Transit,1,3.85691855,,,,425.00,5345.00,0.88,0.84,2016-05-10
854,Kepler-1082,b,Transit,1,1.54320660,,,,628.00,5923.00,1.03,1.14,2016-05-10
855,Kepler-1083,b,Transit,1,33.41779930,,,,912.00,5049.00,0.81,0.77,2016-05-10
856,Kepler-1084,b,Transit,1,2.05333679,,,,427.00,6113.00,1.12,1.28,2016-05-10
857,Kepler-1085,b,Transit,1,219.32175280,,,,1518.00,6000.00,1.11,1.14,2016-05-10
858,Kepler-1086,b,Transit,2,18.78425728,,,,464.00,4350.00,0.70,0.66,2016-05-10
859,Kepler-1086,c,Transit,2,161.51633450,,,,464.00,4350.00,0.70,0.66,2016-05-10
860,Kepler-1087,b,Transit,1,0.69384285,,,,354.00,5589.00,0.96,0.94,2016-05-10
861,Kepler-1088,b,Transit,1,23.12748644,,,,300.00,5975.00,1.08,1.08,2016-05-10
862,Kepler-1089,b,Transit,1,5.13248562,,,,227.00,3753.00,0.52,0.49,2016-05-10
863,Kepler-109,b,Transit,2,6.48163000,,,0.00400,,5952.00,1.04,1.32,2014-05-14
864,Kepler-109,c,Transit,2,21.22270000,,,0.00700,,5952.00,1.04,1.32,2014-05-14
865,Kepler-1090,b,Transit,1,198.68017900,,,,702.00,5321.00,0.86,0.82,2016-05-10
866,Kepler-1091,b,Transit,1,1.43474156,,,,915.00,5851.00,1.01,1.03,2016-05-10
867,Kepler-1092,b,Transit,1,58.60179250,,,,914.00,5862.00,0.99,1.00,2016-05-10
868,Kepler-1093,b,Transit,2,25.08246260,,,,848.00,6166.00,1.13,1.20,2016-05-10
869,Kepler-1093,c,Transit,2,89.72229200,,,,848.00,6166.00,1.13,1.20,2016-05-10
870,Kepler-1094,b,Transit,1,78.10002310,,,,1371.00,6112.00,1.14,1.21,2016-05-10
871,Kepler-1095,b,Transit,1,4.27103091,,,,758.00,5658.00,0.94,0.92,2016-05-10
872,Kepler-1096,b,Transit,1,2.89221751,,,,344.00,4306.00,0.66,0.63,2016-05-10
873,Kepler-1097,b,Transit,1,187.74702900,,,,738.00,5211.00,0.82,0.79,2016-05-10
874,Kepler-1098,b,Transit,1,2.54307286,,,,876.00,5794.00,0.99,0.99,2016-05-10
875,Kepler-1099,b,Transit,1,2.16845259,,,,1209.00,5837.00,1.01,1.00,2016-05-10
876,Kepler-11,b,Transit,6,10.30390000,0.091000,0.045000,0.00600,613.00,5663.00,0.96,1.06,2014-05-14
877,Kepler-11,c,Transit,6,13.02410000,0.107000,0.026000,0.00900,613.00,5663.00,0.96,1.06,2014-05-14
878,Kepler-11,d,Transit,6,22.68450000,0.155000,0.004000,0.02300,613.00,5663.00,0.96,1.06,2014-05-14
879,Kepler-11,e,Transit,6,31.99960000,0.195000,0.012000,0.02500,613.00,5663.00,0.96,1.06,2014-05-14
880,Kepler-11,f,Transit,6,46.68880000,0.250000,0.013000,0.00600,613.00,5663.00,0.96,1.06,2014-05-14
881,Kepler-11,g,Transit,6,118.38070000,0.466000,0.150000,0.07900,613.00,5663.00,0.96,1.06,2014-05-14
882,Kepler-110,b,Transit,2,12.69111200,0.107000,,,,5960.00,,1.15,2014-05-14
883,Kepler-110,c,Transit,2,31.71977500,0.198000,,,,5960.00,,1.15,2014-05-14
884,Kepler-1100,b,Transit,1,6.42200058,,,,940.00,6247.00,1.21,1.34,2016-05-10
885,Kepler-1101,b,Transit,1,81.31510590,,,,897.00,5614.00,0.94,0.91,2016-05-10
886,Kepler-1102,b,Transit,1,51.32856230,,,,986.00,5724.00,0.96,0.94,2016-05-10
887,Kepler-1103,b,Transit,1,19.79191978,,,,921.00,6092.00,1.11,1.15,2016-05-10
888,Kepler-1104,b,Transit,1,5.03728015,,,,516.00,6417.00,1.30,1.41,2016-05-10
889,Kepler-1105,b,Transit,1,4.42157218,,,,369.00,4299.00,0.71,0.68,2016-05-10
890,Kepler-1106,b,Transit,1,1.25275217,,,,1168.00,6104.00,1.11,1.17,2016-05-10
891,Kepler-1107,b,Transit,1,0.57103852,,,,457.00,5268.00,0.86,0.82,2016-05-10
892,Kepler-1108,b,Transit,1,4.51005748,,,,764.00,5406.00,0.88,0.84,2016-05-10
893,Kepler-1109,b,Transit,1,37.64673840,,,,797.00,5893.00,1.05,1.06,2016-05-10
894,Kepler-111,b,Transit,2,3.34181500,0.046000,,,,5952.00,,1.16,2014-05-14
895,Kepler-111,c,Transit,2,224.78460800,0.761000,,,,5952.00,,1.16,2014-05-14
896,Kepler-1110,b,Transit,1,9.69312032,,,,726.00,4781.00,0.73,0.70,2016-05-10
897,Kepler-1111,b,Transit,1,8.79617863,,,,1142.00,6077.00,1.10,1.15,2016-05-10
898,Kepler-1112,b,Transit,1,14.36267939,,,,1734.00,6496.00,1.34,1.54,2016-05-10
899,Kepler-1113,b,Transit,1,42.30049540,,,,1127.00,5931.00,1.12,1.17,2016-05-10
900,Kepler-1114,b,Transit,1,14.97435694,,,,427.00,5374.00,0.87,0.83,2016-05-10
901,Kepler-1115,b,Transit,1,23.55407250,,,,935.00,8480.00,1.60,1.73,2016-05-10
902,Kepler-1116,b,Transit,1,41.69778270,,,,1017.00,5641.00,0.95,0.93,2016-05-10
903,Kepler-1117,b,Transit,1,4.79028459,,,,619.00,5612.00,0.95,0.93,2016-05-10
904,Kepler-1118,b,Transit,1,38.67150750,,,,818.00,5688.00,0.96,0.97,2016-05-10
905,Kepler-1119,b,Transit,1,8.32651530,,,,1288.00,6083.00,1.11,1.17,2016-05-10
906,Kepler-112,b,Transit,2,8.40887800,0.076000,,,,5544.00,,0.84,2014-05-14
907,Kepler-112,c,Transit,2,28.57426300,0.172000,,,,5544.00,,0.84,2014-05-14
908,Kepler-1120,b,Transit,1,2.94902905,,,,635.00,4904.00,0.78,0.74,2016-05-10
909,Kepler-1121,b,Transit,1,13.15141081,,,,529.00,6231.00,1.29,1.59,2016-05-10
910,Kepler-1122,b,Transit,1,42.19173570,,,,924.00,5544.00,0.92,0.89,2016-05-10
911,Kepler-1123,b,Transit,1,4.33946454,,,,796.00,5500.00,0.93,0.90,2016-05-10
912,Kepler-1124,b,Transit,1,2.85234897,,,,177.00,3658.00,0.35,0.34,2016-05-10
913,Kepler-1125,b,Transit,1,17.67006420,,,,910.00,5683.00,0.95,0.94,2016-05-10
914,Kepler-1126,b,Transit,1,108.59332900,,,,668.00,5798.00,0.92,0.93,2016-05-10
915,Kepler-1127,b,Transit,1,5.12330347,,,,996.00,5664.00,0.97,0.95,2016-05-10
916,Kepler-1128,b,Transit,1,61.61781670,,,,1163.00,5543.00,0.94,0.91,2016-05-10
917,Kepler-1129,b,Transit,2,24.33978040,,,,1258.00,5831.00,1.00,1.00,2016-05-10
918,Kepler-1129,c,Transit,2,76.53695860,,,,1258.00,5831.00,1.00,1.00,2016-05-10
919,Kepler-113,b,Transit,2,4.75400000,,,0.03700,,4725.00,0.75,0.69,2014-05-14
920,Kepler-113,c,Transit,2,8.92507000,,,0.02700,,4725.00,0.75,0.69,2014-05-14
921,Kepler-1130,b,Transit,1,5.45298175,,,,234.00,5403.00,0.90,0.81,2016-05-10
922,Kepler-1131,b,Transit,1,3.53232449,,,,1109.00,5851.00,1.03,1.04,2016-05-10
923,Kepler-1132,b,Transit,1,62.89162280,,,,940.00,5298.00,0.87,0.83,2016-05-10
924,Kepler-1133,b,Transit,1,11.55562343,,,,821.00,5569.00,0.93,0.90,2016-05-10
925,Kepler-1134,b,Transit,1,17.13263989,,,,997.00,5281.00,0.84,0.81,2016-05-10
926,Kepler-1135,b,Transit,1,76.95785700,,,,728.00,5656.00,0.96,0.94,2016-05-10
927,Kepler-1136,b,Transit,1,2.36172433,,,,545.00,4512.00,0.72,0.68,2016-05-10
928,Kepler-1137,b,Transit,1,23.92107910,,,,971.00,6807.00,1.50,1.84,2016-05-10
929,Kepler-1138,b,Transit,1,3.17060005,,,,1101.00,5582.00,0.95,0.92,2016-05-10
930,Kepler-1139,b,Transit,1,0.81316672,,,,555.00,5550.00,0.94,0.91,2016-05-10
931,Kepler-114,b,Transit,3,5.18854900,0.053000,,,,4605.00,0.56,0.67,2014-05-14
932,Kepler-114,c,Transit,3,8.04100000,,,0.00900,,4605.00,0.56,0.67,2014-05-14
933,Kepler-114,d,Transit,3,11.77600000,,,0.01200,,4605.00,0.56,0.67,2014-05-14
934,Kepler-1140,b,Transit,1,24.08627070,,,,657.00,4850.00,0.76,0.73,2016-05-10
935,Kepler-1141,b,Transit,1,2.34451194,,,,365.00,5791.00,1.01,1.07,2016-05-10
936,Kepler-1142,b,Transit,1,18.30272480,,,,697.00,5685.00,0.97,0.96,2016-05-10
937,Kepler-1143,b,Transit,2,2.88890485,,,,632.00,5053.00,0.81,0.77,2016-05-10
938,Kepler-1143,c,Transit,2,210.63059100,,,,632.00,5053.00,0.81,0.77,2016-05-10
939,Kepler-1144,b,Transit,1,17.14647302,,,,1012.00,5753.00,0.98,0.96,2016-05-10
940,Kepler-1145,b,Transit,1,3.97076766,,,,714.00,5064.00,0.79,0.75,2016-05-10
941,Kepler-1146,b,Transit,1,2.35226580,,,,694.00,4692.00,0.74,0.70,2016-05-10
942,Kepler-1147,b,Transit,1,10.62784997,,,,1476.00,5941.00,1.09,1.14,2016-05-10
943,Kepler-1148,b,Transit,1,1.10446351,,,,682.00,5054.00,0.81,0.77,2016-05-10
944,Kepler-1149,b,Transit,1,3.73089898,,,,1023.00,5833.00,1.02,1.01,2016-05-10
945,Kepler-115,b,Transit,2,2.40367900,0.036000,,,,5979.00,1.00,1.21,2014-05-14
946,Kepler-115,c,Transit,2,8.99088900,0.087000,,,,5979.00,1.00,1.21,2014-05-14
947,Kepler-1150,b,Transit,1,2.78786839,,,,373.00,4754.00,0.76,0.72,2016-05-10
948,Kepler-1151,b,Transit,1,65.64784240,,,,763.00,5470.00,0.88,0.85,2016-05-10
949,Kepler-1152,b,Transit,1,1.64680191,,,,184.00,3964.00,0.55,0.53,2016-05-10
950,Kepler-1153,b,Transit,1,1.75583533,,,,1185.00,5470.00,0.91,0.88,2016-05-10
951,Kepler-1154,b,Transit,2,5.18561420,,,,1531.00,6327.00,1.26,1.43,2016-05-10
952,Kepler-1154,c,Transit,2,8.45808312,,,,1531.00,6327.00,1.26,1.43,2016-05-10
953,Kepler-1155,b,Transit,1,33.46974300,,,,987.00,5842.00,1.03,1.03,2016-05-10
954,Kepler-1156,b,Transit,1,11.89520511,,,,759.00,5778.00,1.00,1.00,2016-05-10
955,Kepler-1157,b,Transit,1,4.45743164,,,,346.00,4679.00,0.76,0.71,2016-05-10
956,Kepler-1158,b,Transit,1,13.53962930,,,,1258.00,6203.00,1.41,1.95,2016-05-10
957,Kepler-1159,b,Transit,1,22.70816791,,,,1238.00,6217.00,1.19,1.28,2016-05-10
958,Kepler-116,b,Transit,2,5.96873400,0.069000,,,,6142.00,1.16,1.45,2014-05-14
959,Kepler-116,c,Transit,2,13.07163000,0.116000,,,,6142.00,1.16,1.45,2014-05-14
960,Kepler-1160,b,Transit,1,7.97034958,,,,1293.00,5519.00,0.92,0.89,2016-05-10
961,Kepler-1161,b,Transit,1,10.71252541,,,,428.00,4253.00,0.59,0.57,2016-05-10
962,Kepler-1162,b,Transit,1,32.56370690,,,,989.00,5390.00,0.89,0.84,2016-05-10
963,Kepler-1163,b,Transit,1,6.11786898,,,,487.00,6302.00,1.22,1.35,2016-05-10
964,Kepler-1164,b,Transit,1,3.97599768,,,,447.00,5183.00,0.85,0.79,2016-05-10
965,Kepler-1165,b,Transit,1,9.47852200,,,,1081.00,6080.00,1.13,1.18,2016-05-10
966,Kepler-1166,b,Transit,1,33.24068820,,,,648.00,5446.00,0.90,0.86,2016-05-10
967,Kepler-1167,b,Transit,1,1.00393374,,,,811.00,4971.00,0.79,0.75,2016-05-10
968,Kepler-1168,b,Transit,1,55.82265390,,,,911.00,5157.00,0.87,0.82,2016-05-10
969,Kepler-1169,b,Transit,1,6.11009134,,,,538.00,6191.00,1.24,1.23,2016-05-10
970,Kepler-117,b,Transit,2,18.79592280,0.144500,0.049300,0.09400,1430.00,6150.00,1.13,1.61,2014-11-19
971,Kepler-117,c,Transit,2,50.79039100,0.280400,0.032300,1.84000,1430.00,6150.00,1.13,1.61,2014-11-19
972,Kepler-1170,b,Transit,1,9.98969327,,,,911.00,5069.00,0.80,0.76,2016-05-10
973,Kepler-1171,b,Transit,1,1.44259224,,,,615.00,7044.00,1.58,1.95,2016-05-10
974,Kepler-1172,b,Transit,1,26.02044230,,,,1292.00,5558.00,0.92,0.89,2016-05-10
975,Kepler-1173,b,Transit,1,0.76985360,,,,402.00,5252.00,0.86,0.82,2016-05-10
976,Kepler-1174,b,Transit,1,6.89225223,,,,829.00,5936.00,1.04,1.04,2016-05-10
977,Kepler-1175,b,Transit,1,37.94563000,,,,1244.00,5453.00,0.90,0.86,2016-05-10
978,Kepler-1176,b,Transit,1,24.17385790,,,,1023.00,5844.00,1.01,1.02,2016-05-10
979,Kepler-1177,b,Transit,1,106.24754700,,,,829.00,5712.00,0.98,0.97,2016-05-10
980,Kepler-1178,b,Transit,1,31.80634000,,,,336.00,4990.00,0.80,0.75,2016-05-10
981,Kepler-1179,b,Transit,1,2.68505749,,,,454.00,5212.00,0.84,0.81,2016-05-10
982,Kepler-118,b,Transit,2,7.51849600,0.073000,,,,5274.00,0.86,1.09,2014-05-14
983,Kepler-118,c,Transit,2,20.17202000,0.141000,,,,5274.00,0.86,1.09,2014-05-14
984,Kepler-1180,b,Transit,1,16.86012860,,,,1284.00,6077.00,1.09,1.14,2016-05-10
985,Kepler-1181,b,Transit,1,4.89337519,,,,867.00,6176.00,1.17,1.30,2016-05-10
986,Kepler-1182,b,Transit,1,11.17394617,,,,1258.00,5924.00,1.04,1.05,2016-05-10
987,Kepler-1183,b,Transit,1,28.50571890,,,,1378.00,5765.00,1.00,0.99,2016-05-10
988,Kepler-1184,b,Transit,1,53.59910440,,,,1193.00,5983.00,1.05,1.07,2016-05-10
989,Kepler-1185,b,Transit,1,104.35189760,,,,296.00,5622.00,0.96,0.87,2016-05-10
990,Kepler-1186,b,Transit,1,16.07677615,,,,1112.00,5635.00,0.95,0.93,2016-05-10
991,Kepler-1187,b,Transit,1,18.87064068,,,,1029.00,5975.00,1.06,1.09,2016-05-10
992,Kepler-1188,b,Transit,1,17.13695430,,,,1202.00,5913.00,1.04,1.06,2016-05-10
993,Kepler-1189,b,Transit,1,3.78858982,,,,883.00,6012.00,1.11,1.16,2016-05-10
994,Kepler-119,b,Transit,2,2.42208200,0.035000,,,,5595.00,,0.84,2014-05-14
995,Kepler-119,c,Transit,2,4.12510300,0.049000,,,,5595.00,,0.84,2014-05-14
996,Kepler-1190,b,Transit,1,10.45843441,,,,384.00,4730.00,0.76,0.72,2016-05-10
997,Kepler-1191,b,Transit,1,5.60014851,,,,876.00,5308.00,0.85,0.81,2016-05-10
998,Kepler-1192,b,Transit,1,25.20347870,,,,1108.00,5438.00,0.86,0.83,2016-05-10
999,Kepler-1193,b,Transit,1,2.83265213,,,,695.00,5908.00,1.08,1.21,2016-05-10
1000,Kepler-1194,b,Transit,1,16.22371307,,,,616.00,5590.00,0.94,0.92,2016-05-10
1001,Kepler-1195,b,Transit,1,8.49642241,,,,812.00,4965.00,0.74,0.71,2016-05-10
1002,Kepler-1196,b,Transit,1,66.18490310,,,,946.00,5756.00,0.98,0.97,2016-05-10
1003,Kepler-1197,b,Transit,1,2.03231845,,,,505.00,4708.00,0.78,0.72,2016-05-10
1004,Kepler-1198,b,Transit,1,7.68477160,,,,777.00,5517.00,0.93,0.90,2016-05-10
1005,Kepler-1199,b,Transit,1,15.04471980,,,,540.00,5889.00,0.94,1.17,2016-05-10
1006,Kepler-12,b,Transit,1,4.43796290,0.055300,,0.43200,600.00,5947.00,1.17,1.48,2015-10-15
1007,Kepler-120,b,Transit,2,6.31250100,0.055000,,,,4096.00,,0.53,2014-05-14
1008,Kepler-120,c,Transit,2,12.79458500,0.088000,,,,4096.00,,0.53,2014-05-14
1009,Kepler-1200,b,Transit,1,1.11854972,,,,579.00,4612.00,0.74,0.70,2016-05-10
1010,Kepler-1201,b,Transit,1,15.18725932,,,,1202.00,6177.00,1.15,1.24,2016-05-10
1011,Kepler-1202,b,Transit,1,28.68513240,,,,1393.00,5834.00,1.03,1.04,2016-05-10
1012,Kepler-1203,b,Transit,1,0.58800076,,,,269.00,4105.00,0.64,0.61,2016-05-10
1013,Kepler-1204,b,Transit,1,85.73502850,,,,1282.00,5825.00,1.03,1.03,2016-05-10
1014,Kepler-1205,b,Transit,1,1.07839035,,,,766.00,5226.00,0.84,0.81,2016-05-10
1015,Kepler-1206,b,Transit,1,1.21699766,,,,807.00,4877.00,0.80,0.75,2016-05-10
1016,Kepler-1207,b,Transit,1,13.68237119,,,,946.00,5909.00,1.06,1.06,2016-05-10
1017,Kepler-1208,b,Transit,1,11.08507637,,,,877.00,5001.00,0.80,0.76,2016-05-10
1018,Kepler-1209,b,Transit,1,25.36911600,,,,558.00,6210.00,1.23,1.38,2016-05-10
1019,Kepler-121,b,Transit,2,3.17742200,0.039000,,,,5311.00,,0.70,2014-05-14
1020,Kepler-121,c,Transit,2,41.00801100,0.216000,,,,5311.00,,0.70,2014-05-14
1021,Kepler-1210,b,Transit,1,8.07124073,,,,1155.00,5568.00,0.94,0.92,2016-05-10
1022,Kepler-1211,b,Transit,1,11.01816836,,,,1486.00,5705.00,0.96,0.94,2016-05-10
1023,Kepler-1212,b,Transit,1,12.94130146,,,,1304.00,6051.00,1.10,1.15,2016-05-10
1024,Kepler-1213,b,Transit,1,5.34982412,,,,685.00,6050.00,1.14,1.21,2016-05-10
1025,Kepler-1214,b,Transit,1,18.82634264,,,,757.00,5130.00,0.85,0.80,2016-05-10
1026,Kepler-1215,b,Transit,1,4.76703963,,,,701.00,5616.00,0.95,0.93,2016-05-10
1027,Kepler-1216,b,Transit,1,4.37034536,,,,1124.00,5743.00,0.99,0.98,2016-05-10
1028,Kepler-1217,b,Transit,1,2.03232507,,,,1363.00,5905.00,1.06,1.08,2016-05-10
1029,Kepler-1218,b,Transit,1,22.92212660,,,,667.00,5986.00,1.06,1.10,2016-05-10
1030,Kepler-1219,b,Transit,1,16.10467749,,,,622.00,5944.00,1.25,1.94,2016-05-10
1031,Kepler-122,b,Transit,5,5.76619300,0.064000,,,,6050.00,0.99,1.22,2014-05-14
1032,Kepler-122,c,Transit,5,12.46598800,0.108000,,,,6050.00,0.99,1.22,2014-05-14
1033,Kepler-122,d,Transit,5,21.58747500,0.155000,,,,6050.00,0.99,1.22,2014-05-14
