rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,st_dist,st_teff,st_mass,st_rad,rowupdate
2542,Kepler-608,b,Transit,1,6.41251504,,,,926.00,5820.00,1.00,1.01,2016-05-10
2543,Kepler-609,b,Transit,1,6.52121067,,,,1143.00,5971.00,1.09,1.14,2016-05-10
2544,Kepler-61,b,Transit,1,59.87756000,,0.250000,,,4017.00,0.64,0.62,2014-05-14
2545,Kepler-610,b,Transit,2,6.99692655,,,,1113.00,5943.00,1.10,1.13,2016-05-10
2546,Kepler-610,c,Transit,2,151.86392000,,,,1113.00,5943.00,1.10,1.13,2016-05-10
2547,Kepler-611,b,Transit,1,2.43703330,,,,906.00,5761.00,1.01,1.01,2016-05-10
2548,Kepler-612,b,Transit,1,3.72215641,,,,932.00,5693.00,0.98,0.96,2016-05-10
2549,Kepler-613,b,Transit,1,15.77979614,,,,864.00,5723.00,0.98,0.96,2016-05-10
2550,Kepler-614,b,Transit,1,14.03491514,,,,571.00,5268.00,0.85,0.81,2016-05-10
2551,Kepler-615,b,Transit,1,10.35584657,,,,330.00,4655.00,0.73,0.69,2016-05-10
2552,Kepler-616,b,Transit,2,9.99761851,,,,1019.00,5753.00,0.98,0.97,2016-05-10
2553,Kepler-616,c,Transit,2,90.41135560,,,,1019.00,5753.00,0.98,0.97,2016-05-10
2554,Kepler-617,b,Transit,1,1.68269615,,,,150.00,3712.00,0.51,0.48,2016-05-10
2555,Kepler-618,b,Transit,1,3.59576964,,,,1115.00,5860.00,1.05,1.08,2016-05-10
2556,Kepler-619,b,Transit,2,5.40427220,,,,1111.00,5980.00,1.09,1.11,2016-05-10
2557,Kepler-619,c,Transit,2,1.20846503,,,,1111.00,5980.00,1.09,1.11,2016-05-10
2558,Kepler-62,b,Transit,5,5.71493200,0.055300,,0.03000,368.00,4925.00,0.69,0.64,2014-05-14
2559,Kepler-62,c,Transit,5,12.44170000,0.092900,,0.01300,368.00,4925.00,0.69,0.64,2014-05-14
2560,Kepler-62,d,Transit,5,18.16406000,0.120000,,0.04400,368.00,4925.00,0.69,0.64,2014-05-14
2561,Kepler-62,e,Transit,5,122.38740000,0.427000,,0.11300,368.00,4925.00,0.69,0.64,2014-05-14
2562,Kepler-62,f,Transit,5,267.29100000,0.718000,,0.11000,368.00,4925.00,0.69,0.64,2014-05-14
2563,Kepler-620,b,Transit,1,12.91375431,,,,1241.00,6155.00,1.15,1.22,2016-05-10
2564,Kepler-621,b,Transit,1,2.62811375,,,,389.00,4521.00,0.72,0.68,2016-05-10
2565,Kepler-622,b,Transit,1,14.28226676,,,,259.00,4201.00,0.64,0.61,2016-05-10
2566,Kepler-623,b,Transit,1,9.07097734,,,,811.00,5443.00,0.90,0.86,2016-05-10
2567,Kepler-624,b,Transit,1,14.58649607,,,,731.00,6117.00,1.10,1.18,2016-05-10
2568,Kepler-625,b,Transit,2,7.75192492,,,,502.00,5789.00,1.04,0.96,2016-05-10
2569,Kepler-625,c,Transit,2,4.16536510,,,,502.00,5789.00,1.04,0.96,2016-05-10
2570,Kepler-626,b,Transit,1,14.48585199,,,,690.00,5813.00,1.01,1.05,2016-05-10
2571,Kepler-627,b,Transit,1,40.69944430,,,,1143.00,6424.00,1.30,1.49,2016-05-10
2572,Kepler-628,b,Transit,1,15.45805670,,,,579.00,5721.00,1.00,1.28,2016-05-10
2573,Kepler-629,b,Transit,1,7.23858540,,,,383.00,5444.00,0.93,0.84,2016-05-10
2574,Kepler-63,b,Transit,1,9.43415050,0.080000,0.450000,0.37800,200.00,5576.00,0.98,0.90,2014-05-14
2575,Kepler-630,b,Transit,1,161.47439370,,,,657.00,5829.00,1.02,1.04,2016-05-10
2576,Kepler-631,b,Transit,1,17.97979059,,,,843.00,6185.00,1.24,1.33,2016-05-10
2577,Kepler-632,b,Transit,1,30.99660733,,,,349.00,5322.00,0.91,0.84,2016-05-10
2578,Kepler-633,b,Transit,1,8.50340718,,,,634.00,5899.00,1.02,1.15,2016-05-10
2579,Kepler-634,b,Transit,1,5.16950177,,,,757.00,6075.00,1.03,1.24,2016-05-10
2580,Kepler-635,b,Transit,1,23.44971004,,,,826.00,6174.00,1.33,1.51,2016-05-10
2581,Kepler-636,b,Transit,1,16.08066115,,,,341.00,5203.00,0.85,0.80,2016-05-10
2582,Kepler-637,b,Transit,1,23.20584623,,,,1575.00,6096.00,1.64,2.56,2016-05-10
2583,Kepler-638,b,Transit,1,6.07972888,,,,426.00,5382.00,0.88,0.93,2016-05-10
2584,Kepler-639,b,Transit,1,10.21420496,,,,680.00,5896.00,1.14,1.29,2016-05-10
2585,Kepler-640,b,Transit,1,22.24813967,,,,538.00,5653.00,1.01,0.94,2016-05-10
2586,Kepler-641,b,Transit,1,9.48961571,,,,673.00,5713.00,1.02,1.13,2016-05-10
2587,Kepler-642,b,Transit,1,4.41745855,,,,1022.00,6570.00,1.40,1.66,2016-05-10
2588,Kepler-643,b,Transit,1,16.33889626,,,,1029.00,4908.00,1.00,2.52,2016-05-10
2589,Kepler-644,b,Transit,1,3.17391710,,,,1413.00,6747.00,1.49,1.81,2016-05-10
2590,Kepler-645,b,Transit,1,3.27582262,,,,901.00,6170.00,1.13,1.21,2016-05-10
2591,Kepler-646,b,Transit,1,15.87364565,,,,513.00,5634.00,0.93,0.91,2016-05-10
2592,Kepler-647,b,Transit,1,16.22546490,,,,789.00,6020.00,1.03,1.07,2016-05-10
2593,Kepler-648,b,Transit,1,17.42117490,,,,665.00,5741.00,1.05,0.98,2016-05-10
2594,Kepler-649,b,Transit,1,29.90722674,,,,525.00,5871.00,0.97,0.94,2016-05-10
2595,Kepler-65,b,Transit,3,2.15491000,0.035000,,,,6211.00,1.25,1.41,2014-05-14
2596,Kepler-65,c,Transit,3,5.85994400,0.068000,,,,6211.00,1.25,1.41,2014-05-14
2597,Kepler-65,d,Transit,3,8.13123000,0.084000,,,,6211.00,1.25,1.41,2014-05-14
2598,Kepler-650,b,Transit,1,3.03214559,,,,805.00,5849.00,1.08,1.35,2016-05-10
2599,Kepler-651,b,Transit,1,21.38521506,,,,537.00,5522.00,0.92,0.87,2016-05-10
2600,Kepler-652,b,Transit,1,4.18200253,,,,423.00,5490.00,0.97,0.88,2016-05-10
2601,Kepler-653,b,Transit,2,14.70748976,,,,593.00,5665.00,1.02,1.19,2016-05-10
2602,Kepler-653,c,Transit,2,0.90037648,,,,593.00,5665.00,1.02,1.19,2016-05-10
2603,Kepler-654,b,Transit,1,13.72465129,,,,661.00,5865.00,1.04,1.11,2016-05-10
2604,Kepler-655,b,Transit,1,46.40633580,,,,783.00,6170.00,1.15,1.24,2016-05-10
2605,Kepler-656,b,Transit,1,1.26025909,,,,867.00,5281.00,0.86,0.82,2016-05-10
2606,Kepler-657,b,Transit,1,24.54350418,,,,1244.00,5808.00,1.01,1.01,2016-05-10
2607,Kepler-658,b,Transit,1,1.28707676,,,,341.00,4103.00,0.63,0.60,2016-05-10
2608,Kepler-659,b,Transit,1,17.67179600,,,,688.00,4870.00,0.79,0.74,2016-05-10
2609,Kepler-66,b,Transit,1,17.81581500,0.135200,,,1107.00,5962.00,1.04,0.97,2014-05-14
2610,Kepler-660,b,Transit,1,9.27358194,,,,564.00,4779.00,0.75,0.71,2016-05-10
2611,Kepler-661,b,Transit,1,6.02930132,,,,558.00,4483.00,0.70,0.67,2016-05-10
2612,Kepler-662,b,Transit,1,21.67697486,,,,641.00,4897.00,0.79,0.74,2016-05-10
2613,Kepler-663,b,Transit,1,4.99678284,,,,1030.00,5264.00,0.86,0.82,2016-05-10
2614,Kepler-664,b,Transit,1,2.52559332,,,,1386.00,5754.00,1.01,1.02,2016-05-10
2615,Kepler-665,b,Transit,1,16.01310205,,,,651.00,4913.00,0.79,0.74,2016-05-10
2616,Kepler-666,b,Transit,1,4.49876092,,,,1330.00,5887.00,1.03,1.05,2016-05-10
2617,Kepler-667,b,Transit,1,41.43962808,,,,907.00,5327.00,0.91,0.87,2016-05-10
2618,Kepler-668,b,Transit,1,8.35390639,,,,877.00,5352.00,0.87,0.82,2016-05-10
2619,Kepler-669,b,Transit,1,4.12554687,,,,1778.00,6038.00,1.15,1.20,2016-05-10
2620,Kepler-67,b,Transit,1,15.72590000,0.117100,,,1107.00,5331.00,0.86,0.78,2014-05-14
2621,Kepler-670,b,Transit,1,2.81650485,,,,980.00,5709.00,0.99,0.99,2016-05-10
2622,Kepler-671,b,Transit,1,4.28095859,,,,1139.00,5624.00,0.97,0.95,2016-05-10
2623,Kepler-672,b,Transit,1,38.37746230,,,,1011.00,5627.00,0.95,0.92,2016-05-10
2624,Kepler-673,b,Transit,1,3.72873109,,,,978.00,5355.00,0.88,0.84,2016-05-10
2625,Kepler-674,b,Transit,1,2.24338185,,,,302.00,4192.00,0.60,0.57,2016-05-10
2626,Kepler-675,b,Transit,1,2.33743801,,,,651.00,4945.00,0.79,0.75,2016-05-10
2627,Kepler-676,b,Transit,1,11.59822172,,,,243.00,3701.00,0.51,0.49,2016-05-10
2628,Kepler-677,b,Transit,1,6.57531678,,,,1180.00,5723.00,1.00,0.99,2016-05-10
2629,Kepler-678,b,Transit,1,7.27503724,,,,875.00,5520.00,0.94,0.91,2016-05-10
2630,Kepler-679,b,Transit,1,12.39358604,,,,968.00,5403.00,0.87,0.84,2016-05-10
2631,Kepler-68,b,Transit,3,5.39876300,0.061700,0.000000,0.02600,135.00,5793.00,1.08,1.24,2014-05-14
2632,Kepler-68,c,Transit,3,9.60508500,0.090590,0.000000,0.01500,135.00,5793.00,1.08,1.24,2014-05-14
2633,Kepler-68,d,Radial Velocity,3,580.00000000,1.400000,0.180000,0.94700,135.00,5793.00,1.08,1.24,2014-05-14
2634,Kepler-680,b,Transit,1,3.68992629,,,,1342.00,5890.00,1.08,1.11,2016-05-10
2635,Kepler-681,b,Transit,1,26.39435646,,,,666.00,5021.00,0.80,0.76,2016-05-10
2636,Kepler-682,b,Transit,1,12.61190667,,,,951.00,5559.00,0.92,0.89,2016-05-10
2637,Kepler-683,b,Transit,1,2.53918318,,,,976.00,5703.00,0.96,0.95,2016-05-10
2638,Kepler-684,b,Transit,1,6.77030201,,,,1066.00,5493.00,0.89,0.86,2016-05-10
2639,Kepler-685,b,Transit,1,1.62552220,,,,1145.00,5963.00,1.11,1.16,2016-05-10
2640,Kepler-686,b,Transit,1,1.59474546,,,,1203.00,5649.00,0.94,0.92,2016-05-10
2641,Kepler-687,b,Transit,1,20.50586978,,,,628.00,4841.00,0.77,0.73,2016-05-10
2642,Kepler-688,b,Transit,1,3.89593684,,,,1247.00,5715.00,0.98,0.96,2016-05-10
2643,Kepler-689,b,Transit,1,22.36656079,,,,1044.00,5518.00,0.91,0.88,2016-05-10
2644,Kepler-69,b,Transit,2,13.72234100,0.094000,0.160000,,,5638.00,0.81,0.93,2014-05-14
2645,Kepler-69,c,Transit,2,242.46130000,0.640000,0.140000,,,5638.00,0.81,0.93,2014-05-14
2646,Kepler-690,b,Transit,1,7.74809437,,,,1653.00,5913.00,1.11,1.16,2016-05-10
2647,Kepler-691,b,Transit,1,8.11437900,,,,239.00,3715.00,0.53,0.50,2016-05-10
2648,Kepler-692,b,Transit,1,21.81293494,,,,1000.00,5440.00,0.90,0.86,2016-05-10
2649,Kepler-693,b,Transit,1,15.37563332,,,,1002.00,4881.00,0.76,0.72,2016-05-10
2650,Kepler-694,b,Transit,1,6.36584161,,,,1023.00,5700.00,0.97,0.95,2016-05-10
2651,Kepler-695,b,Transit,1,3.04033042,,,,620.00,5181.00,0.84,0.80,2016-05-10
2652,Kepler-696,b,Transit,1,4.19042557,,,,1285.00,5903.00,1.06,1.08,2016-05-10
2653,Kepler-697,b,Transit,1,3.70987065,,,,1091.00,5513.00,0.92,0.88,2016-05-10
2654,Kepler-698,b,Transit,1,16.32976218,,,,1135.00,5612.00,0.94,0.91,2016-05-10
2655,Kepler-699,b,Transit,1,27.80756293,,,,888.00,5330.00,0.81,0.78,2016-05-10
2656,Kepler-7,b,Transit,1,4.88548920,0.060670,,0.44100,,5933.00,1.36,1.97,2015-10-15
2657,Kepler-700,b,Transit,1,80.87206390,,,,1061.00,5692.00,0.98,0.96,2016-05-10
2658,Kepler-701,b,Transit,1,10.35533177,,,,755.00,5343.00,0.88,0.84,2016-05-10
2659,Kepler-702,b,Transit,1,10.52629406,,,,892.00,5419.00,0.90,0.86,2016-05-10
2660,Kepler-703,b,Transit,1,4.58352176,,,,1482.00,6185.00,1.18,1.27,2016-05-10
2661,Kepler-704,b,Transit,1,3.76182115,,,,1054.00,5616.00,0.97,0.96,2016-05-10
2662,Kepler-705,b,Transit,1,56.05605380,,,,251.00,3722.00,0.53,0.51,2016-05-10
2663,Kepler-706,b,Transit,1,41.40831347,,,,810.00,5394.00,0.87,0.84,2016-05-10
2664,Kepler-707,b,Transit,1,2.23749275,,,,626.00,5099.00,0.80,0.76,2016-05-10
2665,Kepler-708,b,Transit,1,3.16789194,,,,1241.00,5692.00,0.97,0.96,2016-05-10
2666,Kepler-709,b,Transit,1,16.08524954,,,,668.00,5071.00,0.80,0.77,2016-05-10
2667,Kepler-710,b,Transit,1,4.34728553,,,,919.00,5611.00,0.94,0.91,2016-05-10
2668,Kepler-711,b,Transit,1,23.58914398,,,,664.00,5222.00,0.84,0.80,2016-05-10
2669,Kepler-712,b,Transit,2,21.02247699,,,,944.00,5148.00,0.84,0.78,2016-05-10
2670,Kepler-712,c,Transit,2,226.89047000,,,,944.00,5148.00,0.84,0.78,2016-05-10
2671,Kepler-713,b,Transit,1,7.41114100,,,,1003.00,5785.00,0.98,0.99,2016-05-10
2672,Kepler-714,b,Transit,1,8.09888799,,,,1460.00,5995.00,1.09,1.12,2016-05-10
2673,Kepler-715,b,Transit,1,10.00652995,,,,1214.00,5871.00,1.04,1.04,2016-05-10
2674,Kepler-716,b,Transit,1,10.37168453,,,,675.00,5099.00,0.83,0.78,2016-05-10
2675,Kepler-717,b,Transit,1,4.40840023,,,,1126.00,5485.00,0.88,0.85,2016-05-10
2676,Kepler-718,b,Transit,1,2.05234990,,,,1520.00,6191.00,1.18,1.30,2016-05-10
2677,Kepler-719,b,Transit,1,5.00731778,,,,1427.00,5777.00,0.99,0.98,2016-05-10
2678,Kepler-720,b,Transit,1,4.70832654,,,,880.00,5618.00,0.95,0.92,2016-05-10
2679,Kepler-721,b,Transit,1,5.39202539,,,,848.00,5075.00,0.82,0.78,2016-05-10
2680,Kepler-722,b,Transit,2,4.09357325,,,,1375.00,5863.00,1.03,1.05,2016-05-10
2681,Kepler-722,c,Transit,2,105.14474900,,,,1375.00,5863.00,1.03,1.05,2016-05-10
2682,Kepler-723,b,Transit,1,4.08227507,,,,965.00,5539.00,0.92,0.89,2016-05-10
2683,Kepler-724,b,Transit,1,3.31494634,,,,862.00,5437.00,0.90,0.86,2016-05-10
2684,Kepler-725,b,Transit,1,39.64317811,,,,778.00,5363.00,0.88,0.84,2016-05-10
2685,Kepler-726,b,Transit,1,21.80451088,,,,838.00,5452.00,0.88,0.85,2016-05-10
2686,Kepler-727,b,Transit,1,5.15448442,,,,892.00,5441.00,0.89,0.86,2016-05-10
2687,Kepler-728,b,Transit,1,5.74347727,,,,1236.00,5660.00,0.95,0.93,2016-05-10
2688,Kepler-729,b,Transit,1,3.16635371,,,,1271.00,5633.00,0.94,0.91,2016-05-10
2689,Kepler-730,b,Transit,1,6.49168426,,,,1455.00,5726.00,1.00,1.01,2016-05-10
2690,Kepler-731,b,Transit,1,3.85560355,,,,1311.00,5849.00,1.03,1.06,2016-05-10
2691,Kepler-732,b,Transit,2,9.46781405,,,,150.00,3631.00,0.49,0.46,2016-05-10
2692,Kepler-732,c,Transit,2,0.89304124,,,,150.00,3631.00,0.49,0.46,2016-05-10
2693,Kepler-733,b,Transit,1,20.83424726,,,,980.00,5418.00,0.90,0.86,2016-05-10
2694,Kepler-734,b,Transit,1,6.10485286,,,,553.00,5326.00,0.85,0.78,2016-05-10
2695,Kepler-735,b,Transit,1,11.51516988,,,,790.00,5107.00,0.85,0.80,2016-05-10
2696,Kepler-736,b,Transit,1,3.60147201,,,,1007.00,5217.00,0.86,0.81,2016-05-10
2697,Kepler-737,b,Transit,1,28.59915399,,,,195.00,3813.00,0.51,0.48,2016-05-10
2698,Kepler-738,b,Transit,1,24.58721573,,,,992.00,5327.00,0.86,0.82,2016-05-10
2699,Kepler-739,b,Transit,1,12.53248465,,,,1128.00,5601.00,0.93,0.90,2016-05-10
2700,Kepler-74,b,Transit,1,7.34071100,0.078100,0.000000,0.63000,1330.00,6000.00,1.18,1.12,2015-01-29
2701,Kepler-740,b,Transit,1,3.58410122,,,,1262.00,5438.00,0.91,0.87,2016-05-10
2702,Kepler-741,b,Transit,1,7.03902374,,,,1530.00,6129.00,1.16,1.24,2016-05-10
2703,Kepler-742,b,Transit,1,8.36086824,,,,499.00,4642.00,0.76,0.71,2016-05-10
2704,Kepler-743,b,Transit,1,3.17926292,,,,258.00,5486.00,0.94,0.85,2016-05-10
2705,Kepler-744,b,Transit,1,12.06222443,,,,486.00,5594.00,0.94,0.93,2016-05-10
2706,Kepler-745,b,Transit,1,9.93143556,,,,1199.00,5849.00,1.04,1.04,2016-05-10
2707,Kepler-746,b,Transit,1,3.48159251,,,,450.00,5418.00,0.91,0.93,2016-05-10
2708,Kepler-747,b,Transit,1,35.61760587,,,,855.00,5096.00,0.82,0.78,2016-05-10
2709,Kepler-748,b,Transit,1,7.40742793,,,,1271.00,5934.00,1.07,1.10,2016-05-10
2710,Kepler-749,b,Transit,1,17.31716585,,,,753.00,5009.00,0.79,0.75,2016-05-10
2711,Kepler-75,b,Transit,1,8.88491160,0.081800,0.570000,10.10000,1140.00,5200.00,0.91,0.89,2015-01-29
2712,Kepler-750,b,Transit,2,9.42887179,,,,1181.00,6160.00,1.15,1.23,2016-05-10
2713,Kepler-750,c,Transit,2,4.08899022,,,,1181.00,6160.00,1.15,1.23,2016-05-10
2714,Kepler-751,b,Transit,1,17.44490636,,,,748.00,5387.00,0.87,0.84,2016-05-10
2715,Kepler-752,b,Transit,1,18.82747265,,,,1075.00,5373.00,0.87,0.83,2016-05-10
2716,Kepler-753,b,Transit,1,5.74772501,,,,278.00,4346.00,0.68,0.65,2016-05-10
2717,Kepler-754,b,Transit,1,14.55962370,,,,1192.00,5935.00,1.06,1.08,2016-05-10
2718,Kepler-755,b,Transit,2,1.26909037,,,,368.00,5043.00,0.82,0.77,2016-05-10
2719,Kepler-755,c,Transit,2,2.85313364,,,,368.00,5043.00,0.82,0.77,2016-05-10
2720,Kepler-756,b,Transit,1,1.22486632,,,,852.00,5282.00,0.82,0.79,2016-05-10
2721,Kepler-757,b,Transit,1,1.02267882,,,,1016.00,6014.00,1.08,1.13,2016-05-10
2722,Kepler-758,b,Transit,4,12.10971040,,,,1353.00,6228.00,1.16,1.42,2016-05-10
2723,Kepler-758,c,Transit,4,4.75793986,,,,1353.00,6228.00,1.16,1.42,2016-05-10
2724,Kepler-758,d,Transit,4,20.49661970,,,,1353.00,6228.00,1.16,1.42,2016-05-10
2725,Kepler-758,e,Transit,4,8.19347190,,,,1353.00,6228.00,1.16,1.42,2016-05-10
2726,Kepler-759,b,Transit,1,41.80598500,,,,892.00,5860.00,1.04,1.04,2016-05-10
2727,Kepler-76,b,Orbital Brightness Modulation,1,1.54492980,0.027400,,2.01000,,6409.00,1.20,1.32,2015-10-15
2728,Kepler-760,b,Transit,2,8.70419416,,,,782.00,5322.00,0.89,0.85,2016-05-10
2729,Kepler-760,c,Transit,2,2.46697439,,,,782.00,5322.00,0.89,0.85,2016-05-10
2730,Kepler-761,b,Transit,1,10.12804789,,,,867.00,5706.00,0.95,0.93,2016-05-10
2731,Kepler-762,b,Transit,1,3.77055210,,,,1465.00,5944.00,1.06,1.08,2016-05-10
2732,Kepler-763,b,Transit,1,1.19655156,,,,902.00,5166.00,0.84,0.80,2016-05-10
2733,Kepler-764,b,Transit,1,7.33683936,,,,1013.00,5557.00,0.92,0.89,2016-05-10
2734,Kepler-765,b,Transit,1,27.66552260,,,,1000.00,5901.00,1.05,1.06,2016-05-10
2735,Kepler-766,b,Transit,1,6.10027804,,,,1614.00,5992.00,1.10,1.15,2016-05-10
2736,Kepler-767,b,Transit,1,161.52801010,,,,1185.00,5694.00,0.96,0.94,2016-05-10
2737,Kepler-768,b,Transit,1,11.39100250,,,,795.00,5108.00,0.82,0.78,2016-05-10
2738,Kepler-769,b,Transit,2,7.42608998,,,,1362.00,6186.00,1.19,1.28,2016-05-10
2739,Kepler-769,c,Transit,2,15.98701740,,,,1362.00,6186.00,1.19,1.28,2016-05-10
2740,Kepler-77,b,Transit,1,3.57878087,0.045010,0.000000,0.43000,570.00,5520.00,0.95,0.99,2014-05-14
2741,Kepler-770,b,Transit,3,18.92540274,,,,761.00,5598.00,0.94,0.92,2016-05-10
2742,Kepler-770,c,Transit,3,1.47532231,,,,761.00,5598.00,0.94,0.92,2016-05-10
2743,Kepler-770,d,Transit,3,4.15244722,,,,761.00,5598.00,0.94,0.92,2016-05-10
2744,Kepler-771,b,Transit,1,8.73485836,,,,1000.00,5906.00,1.03,1.05,2016-05-10
2745,Kepler-772,b,Transit,1,12.99207337,,,,689.00,5714.00,0.98,1.11,2016-05-10
2746,Kepler-773,b,Transit,1,3.74910006,,,,528.00,5850.00,1.04,1.01,2016-05-10
2747,Kepler-774,b,Transit,1,11.08957230,,,,1190.00,6403.00,1.57,2.42,2016-05-10
2748,Kepler-775,b,Transit,1,0.97486893,,,,400.00,5468.00,0.92,0.84,2016-05-10
2749,Kepler-776,b,Transit,1,4.89718784,,,,727.00,5071.00,0.83,0.78,2016-05-10
2750,Kepler-777,b,Transit,1,5.72812599,,,,383.00,4043.00,0.58,0.56,2016-05-10
2751,Kepler-778,b,Transit,1,3.75574426,,,,899.00,5102.00,0.81,0.77,2016-05-10
2752,Kepler-779,b,Transit,1,7.09714223,,,,224.00,3804.00,0.46,0.44,2016-05-10
2753,Kepler-78,b,Transit,1,0.35500000,,0.000000,0.00600,,5058.00,0.76,0.74,2014-05-14
2754,Kepler-780,b,Transit,1,0.67737516,,,,520.00,5769.00,1.01,1.02,2016-05-10
2755,Kepler-781,b,Transit,1,13.21407320,,,,1036.00,5162.00,0.81,0.78,2016-05-10
2756,Kepler-782,b,Transit,1,158.68533080,,,,412.00,5867.00,0.98,1.01,2016-05-10
2757,Kepler-783,b,Transit,1,4.29264638,,,,544.00,5521.00,0.93,0.89,2016-05-10
2758,Kepler-784,b,Transit,1,31.59226460,,,,604.00,5674.00,1.00,1.32,2016-05-10
2759,Kepler-785,b,Transit,1,1.97376093,,,,666.00,4739.00,0.77,0.71,2016-05-10
2760,Kepler-786,b,Transit,1,53.52934870,,,,512.00,4838.00,0.81,0.74,2016-05-10
2761,Kepler-787,b,Transit,1,0.92831050,,,,468.00,4248.00,0.65,0.62,2016-05-10
2762,Kepler-788,b,Transit,1,8.39846269,,,,1649.00,6159.00,1.16,1.23,2016-05-10
2763,Kepler-789,b,Transit,1,8.63847725,,,,915.00,5870.00,1.01,1.02,2016-05-10
2764,Kepler-79,b,Transit,4,13.48450000,0.117000,0.015000,0.03430,,6174.00,1.17,1.30,2016-03-10
2765,Kepler-79,c,Transit,4,27.40290000,0.187000,0.030000,0.01900,,6174.00,1.17,1.30,2016-03-10
2766,Kepler-79,d,Transit,4,52.09020000,0.287000,0.025000,0.01900,,6174.00,1.17,1.30,2016-03-10
2767,Kepler-79,e,Transit,4,81.06590000,0.386000,0.012000,0.01300,,6174.00,1.17,1.30,2016-03-10
2768,Kepler-790,b,Transit,1,13.73469807,,,,727.00,5208.00,0.84,0.80,2016-05-10
2769,Kepler-791,b,Transit,1,14.55397590,,,,1447.00,6383.00,1.30,1.47,2016-05-10
2770,Kepler-792,b,Transit,1,11.30119217,,,,1205.00,5971.00,1.09,1.12,2016-05-10
2771,Kepler-793,b,Transit,1,4.24153639,,,,794.00,5745.00,0.98,0.97,2016-05-10
2772,Kepler-794,b,Transit,1,11.13125132,,,,763.00,5839.00,1.19,1.38,2016-05-10
2773,Kepler-795,b,Transit,1,29.61934210,,,,458.00,5631.00,0.94,0.96,2016-05-10
2774,Kepler-796,b,Transit,1,6.40087618,,,,377.00,5475.00,0.93,1.09,2016-05-10
2775,Kepler-797,b,Transit,1,27.07237711,,,,752.00,5680.00,0.96,0.95,2016-05-10
2776,Kepler-798,b,Transit,1,13.71933369,,,,1085.00,6224.00,1.19,1.29,2016-05-10
2777,Kepler-799,b,Transit,1,133.46052350,,,,1029.00,5681.00,0.95,0.93,2016-05-10
2778,Kepler-8,b,Transit,1,3.52249910,0.047400,,0.59000,1330.00,6213.00,1.21,1.49,2015-10-15
2779,Kepler-80,b,Transit,5,7.05300000,,,,,4613.00,0.72,0.64,2014-05-14
2780,Kepler-80,c,Transit,5,9.52200000,,,,,4613.00,0.72,0.64,2014-05-14
2781,Kepler-80,d,Transit,5,3.07218600,0.037000,,,,4613.00,0.72,0.64,2014-05-14
2782,Kepler-80,e,Transit,5,4.64538700,0.049000,,,,4613.00,0.72,0.64,2014-05-14
2783,Kepler-80,f,Transit,5,0.98678706,,,,,4613.00,0.72,0.64,2016-05-10
2784,Kepler-800,b,Transit,1,14.13176026,,,,1049.00,5315.00,0.85,0.82,2016-05-10
2785,Kepler-801,b,Transit,1,11.41928253,,,,419.00,4435.00,0.67,0.63,2016-05-10
2786,Kepler-802,b,Transit,1,40.05874730,,,,828.00,5507.00,0.93,0.90,2016-05-10
2787,Kepler-803,b,Transit,1,50.28638192,,,,615.00,5919.00,1.05,1.12,2016-05-10
2788,Kepler-804,b,Transit,2,14.37457351,,,,648.00,5817.00,1.01,1.05,2016-05-10
2789,Kepler-804,c,Transit,2,9.65185017,,,,648.00,5817.00,1.01,1.05,2016-05-10
2790,Kepler-805,b,Transit,1,30.86389310,,,,657.00,6112.00,1.19,1.65,2016-05-10
2791,Kepler-806,b,Transit,1,8.09219642,,,,260.00,5770.00,0.99,1.16,2016-05-10
2792,Kepler-807,b,Transit,1,117.93108781,,,,1312.00,5965.00,1.04,1.06,2016-05-10
2793,Kepler-808,b,Transit,1,0.63133235,,,,321.00,4653.00,0.76,0.71,2016-05-10
2794,Kepler-809,b,Transit,1,55.63934000,,,,933.00,5734.00,0.99,0.98,2016-05-10
2795,Kepler-81,b,Transit,3,5.95500000,,,,,4500.00,0.64,0.59,2014-05-14
2796,Kepler-81,c,Transit,3,12.04000000,,,,,4500.00,0.64,0.59,2014-05-14
2797,Kepler-81,d,Transit,3,20.83784600,0.128000,,,,4500.00,0.64,0.59,2014-05-14
2798,Kepler-810,b,Transit,1,4.59725385,,,,1554.00,5803.00,1.03,1.04,2016-05-10
2799,Kepler-811,b,Transit,1,23.58447697,,,,847.00,5747.00,1.01,1.24,2016-05-10
2800,Kepler-812,b,Transit,1,10.11716531,,,,1482.00,6761.00,1.45,1.71,2016-05-10
2801,Kepler-813,b,Transit,1,19.12947337,,,,840.00,5743.00,0.95,0.93,2016-05-10
2802,Kepler-814,b,Transit,1,6.14698510,,,,1327.00,6162.00,1.15,1.22,2016-05-10
2803,Kepler-815,b,Transit,1,8.57503552,,,,1199.00,5028.00,1.25,3.42,2016-05-10
2804,Kepler-816,b,Transit,1,10.50682565,,,,1059.00,5286.00,0.90,0.85,2016-05-10
2805,Kepler-817,b,Transit,1,3.99010623,,,,1401.00,5861.00,1.03,1.03,2016-05-10
2806,Kepler-818,b,Transit,1,10.03538581,,,,967.00,5638.00,0.94,0.92,2016-05-10
2807,Kepler-819,b,Transit,1,33.19956480,,,,722.00,5279.00,0.86,0.81,2016-05-10
